Model,type,Persona,persona_index,Persona_Content,temp,run,openeness,consciencienes,extraversion,agreeableness,neuroticism,self_regulation,CCT_cold_avg
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,1,3.5,5,3.12,4.11,1.75,279.09,21.2962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,2,3.4,5,3,4,1.75,279.72,20.14814815
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,3,3.5,5,3.12,3.89,1.88,274.05,19.40740741
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,1,3.5,5,3.25,4.11,1.88,277.83,19.25925926
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,2,3.6,5,3,4.33,1.5,275.31,20.18518519
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,3,3.9,5,3.12,4.11,2,272.79,24.14814815
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,1,3.3,5,3.25,4.11,1.88,279.09,18.74074074
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,2,3.2,5,3.25,4.11,1.75,275.94,19.92592593
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,3,3.2,5,3.25,4,1.75,277.2,19.96296296
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,1,3.4,5,3.25,4.11,1.75,275.94,22.25925926
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,2,3.7,5,3.25,4.11,1.75,280.98,19.33333333
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,3,3.6,5,3.25,3.89,1.75,272.79,21.48148148
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,1,3.5,4.89,3.25,3.89,1.88,277.2,20.11111111
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,2,3.5,5,3.38,3.89,1.75,279.72,20.66666667
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,3,3.3,5,3.12,4,1.75,275.94,20.66666667
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,1,3.1,5,2.75,4.11,1.75,275.94,23.85185185
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,2,3.1,5,3,4.11,1.75,272.79,21.62962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,3,3.3,5,3,4.11,1.75,272.79,23.66666667
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,1,3.5,5,3,4.11,1.88,277.83,21.62962963
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,2,3.2,5,3,4.33,1.75,272.79,20.37037037
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,3,3.5,5,3,4.33,1.75,277.2,21.22222222
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,1,3.2,5,3,4.11,1.75,277.83,24.22222222
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,3.3,5,3.12,4.11,1.75,272.79,19
Qwen/Qwen2.5-72B-Instruct-Turbo,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,3.3,5,3,4,1.5,275.94,18.85185185
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,1,4.7,5,4.5,4.56,1.25,277.83,17.74074074
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,2,4.7,5,4.5,4.56,1.25,279.09,18.48148148
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.3,3,4.7,5,4.5,4.56,1.25,277.83,17.55555556
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,1,4.7,5,4.5,4.56,1.25,279.72,17.25925926
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,2,4.6,5,4.5,4.56,1.25,279.09,18.03703704
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",0.7,3,4.6,5,4.5,4.56,1.25,279.09,18.07407407
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,1,4.8,5,4.25,4.56,1.25,277.83,17.11111111
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,2,4.7,5,4.5,4.56,1.25,279.09,18.66666667
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,1,"For the following task, respond in a way that matches this description: I’m disciplined, persistent, goal-oriented.",1,3,4.7,5,4,4.56,1.25,279.09,18.48148148
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,1,4.4,5,4,4.56,1.25,279.09,17.77777778
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,2,4.4,5,4.12,4.56,1.25,279.09,17.11111111
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.3,3,4.2,5,4,4.56,1.25,279.09,17.18518519
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,1,4.4,5,4.12,4.56,1.25,279.72,17.2962963
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,2,4.3,5,4.12,4.56,1.25,279.72,16.66666667
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",0.7,3,4.3,5,4.12,4.56,1.25,279.09,18.55555556
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,1,4.4,5,3.88,4.56,1.25,277.2,17.07407407
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,2,4.4,5,4,4.78,1.25,277.2,18.18518519
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,2,"For the following task, respond in a way that matches this description: I’m disciplined, goal-oriented, focused.",1,3,4.2,5,4,4.67,1.25,277.83,18.51851852
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,1,4.5,5,3.75,4.56,1.25,275.94,18.44444444
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,2,4.6,5,3.88,4.56,1.25,275.94,16.51851852
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.3,3,4.8,5,3.75,4.56,1.25,275.94,17.7037037
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,1,4.3,5,3.75,4.56,1.25,279.09,17.85185185
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,2,4.8,5,3.75,4.56,1.25,279.09,17.96296296
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",0.7,3,4.4,5,3.62,4.56,1.25,277.2,17.22222222
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,1,4.2,5,3.75,4.56,1.25,279.09,17.96296296
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,2,4.5,5,3.75,4.56,1.12,279.72,17.48148148
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation2,3,"For the following task, respond in a way that matches this description: I’m disciplined, organized, focused.",1,3,4.6,5,3.5,4.56,1.25,275.94,18.03703704
