Model,type,Persona,persona_index,Persona_Content,temp,run,openeness,consciencienes,extraversion,agreeableness,neuroticism,self_regulation,CCT_cold_avg
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.3,3,4,5,3.75,4.33,1.25,275.31,14.92592593
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,1,4.1,5,3.88,4.33,1.25,272.16,14.85185185
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,2,4.1,5,3.75,4.22,1.25,272.79,13.88888889
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",0.7,3,4,5,3.62,4.22,1.25,275.31,16.18518519
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,1,3.9,5,3.75,4.22,1.38,275.31,15.25925926
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,2,4,5,3.75,4.33,1.25,274.05,15.96296296
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,2,"You are a character who is disciplined, goal-oriented, focused.",1,3,4,5,3.88,4.33,1.25,274.05,14
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,1,4.2,5,3.62,4.33,1.25,272.16,14.85185185
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,2,4.2,5,3.5,4.33,1.25,270.9,14.33333333
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.3,3,4.4,5,3.62,4.33,1.25,270.9,15.33333333
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,1,4,5,3.62,4.33,1.38,274.05,13.51851852
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,2,4,5,3.75,4.33,1.25,272.79,15.44444444
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",0.7,3,3.9,5,3.62,4.33,1.38,272.79,13.66666667
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,1,4.2,5,3.62,4.33,1.25,274.05,14.14814815
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,2,4.2,5,3.25,4.33,1.38,275.31,15.37037037
Qwen/Qwen3-235B-A22B-Instruct-2507-tput,instruct-lg,self-regulation1,3,"You are a character who is disciplined, organized, focused.",1,3,4.2,5,3.5,4.33,1.25,272.79,13.33333333
